ID,Name,Sentence,Label,LengthWords,LengthChars
wiki-873,Netherlands,"Burgundian, Habsburg and Spanish Habsburg Netherlands  (1384–1581)   Most of the Imperial and French fiefs in what is now the Netherlands and Belgium were united in a personal union by Philip the Good, Duke of Burgundy in 1433.",1,37,227
wiki-277,Melbourne,"These include services associated with local government in other countries and include public transport, main roads, traffic control, policing, education above preschool level, health and planning of major infrastructure projects.",1,30,230
wiki-1031,Novak Djokovic,"Djokovic got revenge in the 2015 Australian Open, winning 6–0 in the fifth set, but again it went the distance.",1,20,111
wiki-904,Nikita Khrushchev,In late 1918 or early 1919 he was mobilized into the Red Army as a political commissar.,1,17,87
wiki-623,Monaco,A recurring issue Monaco encounters with other countries is the attempt by foreign nationals to use Monaco to avoid paying taxes in their own country.,1,25,150
wiki-977,Internal combustion engine,The spark occurs while the fuel is still being compressed progressively more as rpm rises.,1,15,90
wiki-372,Metal,"Copper is considered a base metal as it is oxidized relatively easily, although it does not react with HCl.",1,19,107
wiki-506,History of Earth,"Volcanic outgassing probably created the primordial atmosphere and then the ocean, but the early atmosphere contained almost no oxygen.",1,19,135
wiki-1173,George Washington,Washington made repeated petitions to the Continental Congress for provisions.,1,10,78
wiki-470,Goat,"The goat is a member of the animal family Bovidae and the subfamily Caprinae, meaning it is closely related to the sheep.",1,22,121
wiki-403,Liberal Party of Canada,It was also Laurier who first proposed the creation of a Canadian Navy in 1910.,1,15,79
wiki-236,Harriet Beecher Stowe,"The most famous event to ever take place at Lane was the series of debates held on 18 days in February, 1834, between colonization and abolition defenders, decisively won by Theodore Weld and other abolitionists.",1,35,212
wiki-556,Claude Monet,He was to further use this study in the painting of the effects of mist and rain on the landscape.,1,20,98
wiki-1597,Mickey Mantle,"Bill Dickey called Mantle ""the greatest prospect he's seen in his time.""",1,12,72
wiki-499,World War I,"Both were defeated by narrow margins, with farmers, the labour movement, the Catholic Church, and Irish-Australians combining to campaign for the ""No"" vote.",1,23,156
wiki-238,Ronald Reagan,"Sixteen million new jobs were created, while inflation significantly decreased.",1,10,79
wiki-703,Stonehenge,"Cecil Chubb bought the site for £6,600  (£ in ) and gave it to the nation three years later.",1,19,92
viki-370,Egg,"More so, for scientists, only the cell that becomes the chick, that is to say the ""yellow"", is an egg.",0,20,102
wiki-587,Beryllium,"This process allows carbon to be produced in stars, but not in the Big Bang.",1,15,76
wiki-403,Liberal Party of Canada,"Books such as The Big Shift by John Ibbitson and Darrell Bricker, and Peter C. Newman's When the Gods Changed: The Death of Liberal Canada,  provocatively asserted that the Liberals had become an ""endangered species"" and that an NDP-led opposition would mean that ""fortune favours the Harper government"" in subsequent campaigns.",1,51,328
wiki-117,Maine,"In 1819, Massachusetts agreed to permit secession, sanctioned by voters of the rapidly growing region the following year.",1,18,121
wiki-1376,Vowel,"These include some Berber languages and some languages of the American Pacific Northwest, such as Nuxalk.",1,16,105
wiki-618,Los Angeles,"In 1910, Hollywood merged into Los Angeles, with 10 movie companies already operating in the city at the time.",1,19,110
wiki-794,Photosynthesis,"For example, in green plants, the action spectrum resembles the absorption spectrum for chlorophylls and carotenoids with absorption peaks in violet-blue and red light.",1,24,168
wiki-1044,Nazi Germany,"Another civilian resistance group, the Kreisau Circle, had some connections with the military conspirators, and many of its members were arrested after the failed 20 July plot.",1,27,176
wiki-1155,Ukraine,"It established a standard for the separation of powers in government between the legislative, executive, and judiciary branches, well before the publication of Montesquieu's Spirit of the Laws.",1,28,193
wiki-911,India,"Each state and union territory has one or more official languages, and the constitution recognises in particular 22 ""scheduled languages"".",1,20,138
wiki-1611,Cuba,"The standard of living in the 1970s was ""extremely spartan"" and discontent was rife.",1,14,84
wiki-678,Prophet,"In a similar way, the prophet Isaiah had to walk stripped and barefoot for three years to illustrate the coming captivity, and the prophet Ezekiel had to lie on his side for 390 days and eat measured food to illustrate the coming siege.",1,43,236
wiki-1038,Yemen,It took the Romans six months to reach Marib and 60 days to return to Egypt.,1,16,76
wiki-1122,Benjamin Netanyahu,This fact has been used by his political rivals to accuse him indirectly of a lack of Israeli national identity and loyalty.,1,22,124
wiki-1155,Ukraine,Demographics     Population   Post World War II Ukraine's population gradually increased to a peak of 51.9 million in 1993.,1,18,123
wiki-149,Mount Everest,"They had been spotted high on the mountain that day but disappeared in the clouds, never to be seen again, until Mallory's body was found in 1999 at  on the north face.",1,32,168
wiki-207,Minoan civilization,Architecture during the First Palace Period is identified by a square-within-a-square style; Second Palace Period construction has more internal divisions and corridors.,1,22,169
wiki-865,Leaning Tower of Pisa,Construction    Construction of the tower occurred in three stages over 199 years.,1,12,82
viki-633,Penis,"Sometimes (but rarely), the angle of the penis is so high or so low, that sexual intercourse is difficult or painful.",0,21,117
viki-844,Cheetah,Adults typically weigh between 20 and 65 kg (44 and 143 lb).,0,12,60
viki-523,Renaissance,"He has used Leonardo da Vinci as his model for Plato, the philosopher with the white beard in the centre.",0,20,105
wiki-80,Venice,"Founded by Count Giuseppe Volpi di Misurata in 1932 as the Esposizione Internazionale d'Arte Cinematografica, the festival has since taken place every year in late August or early September on the island of the Lido.",1,35,216
wiki-464,Lemur,"Only the ring-tailed lemur, the bamboo lemurs  (genus Hapalemur), and the black-and-white ruffed lemur  (Varecia variegata) are known to consume herbs.",1,21,151
wiki-1023,Alfred Hitchcock,They play a couple whose son is kidnapped to prevent them from interfering with an assassination.,1,16,97
wiki-630,James VI and I,"# Elizabeth, Queen of Bohemia  (19 August 1596&nbsp;– 13 February 1662).",1,11,72
viki-498,Pluto_(Disney),"Pluto was originally a bloodhound tracking Mickey after he escapes from prison in his first Appearance, meaning he was originally an antagonist.",0,22,144
wiki-483,Capacitor,Capacitors are widely used as parts of electrical circuits in many common electrical devices.,1,14,93
wiki-767,Ionian Islands,These became important overseas colonies of the Republic and were used as way-stations for their maritime trade with the Levant.,1,20,128
wiki-1099,Georges Méliès,American film distributors such as Siegmund Lubin were especially in need of new material both to attract their audience with new films and to counter Edison's growing monopoly.,1,28,177
wiki-115,Rio de Janeiro,"The ""pardos"" for example thought of themselves as ⅓ European, ⅓ African and ⅓ Amerindian before the tests, and yet their ancestry on average reached 80% European.",1,27,162
wiki-140,Sperm whale,Ecology    Distribution   Sperm whales are among the most cosmopolitan species.,1,10,79
wiki-709,Chess,"At the end of the game, ""1–0"" means White won, ""0–1"" means Black won, and ""½–½"" indicates a draw.",1,19,97
wiki-1173,George Washington,He later became troubled with the institution of slavery and freed his slaves in a 1799 will.,1,17,93
wiki-1382,American Revolutionary War,"In early 1779, the Americans counter-attacked by undertaking a risky winter march, and they secured the surrender of the British at Vincennes, taking Hamilton prisoner.",1,25,168
wiki-1308,Ibn Battuta,"In 1324, two years before his first visit to Cairo, the West African Malian Mansa, or king of kings, Musa had passed through the same city on his own hajj and caused a sensation with a display of extravagant riches brought from his gold-rich homeland.",1,45,251
wiki-1061,Airplane,The first jet aircraft was the German Heinkel He 178 in 1939.,1,12,61
wiki-340,Belize,"Fortis took over the management of BEL in 1999, at the invitation of the government of Belize in an attempt to mitigate prior financial problems with the locally managed utility.",1,30,178
wiki-1282,Finland,"The largest retailer, which is also the largest private employer, S-Group, and the largest bank, OP-Group in the country are both cooperatives.",1,22,143
wiki-1441,Al-Qaeda,"The Law Committee reviews Sharia law, and decides upon courses of action conform to it.",1,15,87
viki-274,Shirley_Temple,"However, she had lost the charm that had made her a box office smash as a child.",0,17,80
wiki-1657,Giant panda,Giant panda cubs weigh 45&nbsp;kg  (100&nbsp;pounds) at one year and live with their mothers until they are 18 months to two years old.,1,23,135
wiki-17,Republic of Artsakh,"The resolution, adopted by the state's House of Representatives, encourages Artsakh's ""efforts to develop as a free and independent nation"".",1,20,140
